,text,label_name
1154,"@user Thanks, big bro. It's shake and bake and you helped.",joy
1155,"@user [Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --",anger
1156,@user #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later #sad #protest #PoliceShootings #suggestions,sadness
1157,@user yet you and all the other English pundits are afraid to criticise him,anger
1158,"@user Then u understand that rage is often not pretty, or controlled or rational - it is often visceral-not always logical.",anger
1159,You head north and arrive at a breezy cave. It smells sweet. You glance at your watch; you're running 15 minutes late.,joy
1160,Haven't gotten one hour of sleep... Today is going to be a fun day 😐,sadness
1161,@user vas a ir al de the amaity affliction?,sadness
1162,"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger
1163,But i'll be a pity. 🐑,sadness
1164,How do u grieve someone who legally wasn't a person yet?,sadness
1165,@user I love parody accounts! Well done. Vote for #Trump. #lol #hilarious,joy
1166,"@user but sadly he missed some crucial and important points. Indian terrorism in pk,  kal Boshan,  etc..  Raw involvement",sadness
1167,Accept the challenges so that you can feel the exhilaration of victory.' - George S. Patton,optimism
1168,@user going back to blissful ignorance?!,anger
1169,..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 #rage!!!!,anger
1170,"smh customers getting angry at me bc i aint got no marlboro lights in the gas hut. i called them in 2 hours ago, fuck you.",anger
1171,&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :(,sadness
1172,@user peanut butter???? You some kinda pervert?? #awful,anger
1173,@user something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay,anger
1174,Thinking about trying some comedy on youtube. Always been fond of it. Time to nut up.  #comedy #maybeoneday #hopefullyfunny #LOL,joy
1175,@user I've left it for my dad to deal with 😂 My work is done as soon as it's felt the wrath of my slipper 😷,joy
1176,not near my kitchen so unfortunately I cannot do a cooking snap series 🍳,sadness
1177,@user Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,anger
1178,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",anger
1179,these confident bitches should scare you the most,anger
1180,Hey @user why can I only see 15 sent emails? Where's the thousands gone?  #panic,sadness
1181,@user + and gives it to hear] 'Please.. I can tell you anything if you want to listen. maybe you're dont afraid anymore of me +,joy
1182,How do you ever stop being #afraid of someone that you live with,sadness
1183,Clash of the titans and wrath of the titans 🙌🏾🙌🏾🙌🏾 🔥,joy
1184,@user grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,anger
1185,And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,sadness
1186,"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness
1187,"@user Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan",optimism
1188,*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
1189,the prospect of getting choked out by a hot daddy tonight is sorta cheering me up but I also kinda just wanna watch the new AHS episode lol,joy
1190,"@user : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",sadness
1191,"Don't join @user they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! #fuming",anger
1192,"@user This is it. The complete illiteracy around the role, nature and extent of British agents is shocking.",anger
1193,"The labor of love is not cheap or inexpensive, it's the time spent earning it. #lackadaisical #dreamer",sadness
1194,I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness
1195,Watch this amazing live.ly broadcast by @user #lively #musically,joy
1196,@user didn't even realise you used that insult it was that shit mate,anger
1197,"@user Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.",joy
1198,the sad moment when u hand in an exam knowing u failed and grieve by eating and sleeping,sadness
1199,I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible,anger
1200,@user dude we same fukc i lost my spectacles this morning.......,sadness
1201,It's a beautiful day today. Cloudy but sunny and breezy.,joy
1202,Halfway to work and I realize I forgot to put on underwear....It's going to be one of those days! #mombrain #toomuchgoingon #longday #breezy,sadness
1203,Always do sober what you said you'd do drunk. That will teach you to keep your mouth shut. \n― Ernest Hemingway #quote,optimism
1204,"Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone #nervous",sadness
1205,@user I'll be there!! Can't wait for all the #mirth!,joy
1206,A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,anger
1207,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off.,anger
1208,Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...,anger
1209,induction day tomorrow for pizza express,joy
1210,Shoutout to @user for ruining my iPhone 7 order!!,anger
1211,I hate freaking out and ruining things. #anxiety,anger
1212,I'm tired of everybody telling me to chill out and everythings ok. no the fuck its not. I'm tired of faking a a fucking smile,anger
1213,What do you get when you cross an #apple tree and a #pine tree? 🍎🌲\nNothing. You can't cross-pollinate #deciduous and #coniferous #trees.,optimism
1214,Im so serious about putting words in my mouth bitch don't add ' the ' to my sentence if I didn't say that shit on bloods,anger
1215,"@user unfortunately the diet is still on, so they will have to wait till Friday I'm afraid.",sadness
1216,Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops,anger
1217,The smell of freshly cut grass didn't even cheer me up...boy oh boy,sadness
1218,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger
1219,A .500 season is all I'm looking for at this point. #depressing #royals,sadness
1220,@user yeah agree - I think it was a family member and they covered up #sad,sadness
1221,"With that draw, the scum must be rubbing their hands with glee! Typical draw for the Woolwich lot!!! #jammygunnerscum",anger
1222,@user Now that's what I call a gameface! #gameface,joy
1223,So about 18mths ago i signed up to @user for their @user / Velocity FF deal. 18 months in still no FF points #shocking,anger
1224,i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness
1225,"@user haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉",joy
1226,"@user ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic  #ineedtherapy",joy
1227,"While I was walking, a little boy in a red shirt(5/6 years of age) shouting from a distance of 3 meters, in a jovial manner saying...",joy
1228,Just saw lil homie @user rage on cam.  Weren't roids a thing in the late 90's or has it come back? I'm lost...,anger
1229,#Drunk people annoy me when I'm #sober lol. | #fact #TeamFollowBack #RockTheReTweet,anger
1230,@user #offended the tonys have found a way to leave me out and now y'all have too,anger
1231,@user @user Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created,anger
1232,@user I feel horrible dealing with 'players' in HotS. News on what you're doing about it? Getting stuck with uncooperative people!,anger
1233,@user data stolen in 2014 and only now do you tell us #shocking.,anger
1234,I am using twitter as a coping mechanism for raging out at this kid oops?,anger
1235,@user @user I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old!,anger
1236,@user @user any of y'all remember when MLB tried a futuristic jersey those were all,joy
1237,"@user No idea, just exhausted and I was tidying my room and just burst out crying ... fs",sadness
1238,"me, myself, and I \n #horror movie alone again tonight maybe a #zombie would eat me and finish my life game already - i want #gameover",sadness
1239,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.,anger
1240,"Pro Tip: Go back to work when your kid reaches 20 mos old.  Stay home any longer, and you'll be absolutely miserable with the #tantrums.",anger
1241,Catering channel's at the height technics hearty enjoyment symptomatize: vrlfEyrN,joy
1242,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't!,anger
1243,Gotta wonder why Caller Max listens to the show in the first place if you so incense him @user,anger
1244,It's unbelievable that security guard acting like a gangster trying 2 threaten me and tell me what to do with my own home. #terrify #annoy 😡,anger
1245,Watch this amazing live.ly broadcast by @user #lively #musically,joy
1246,@user I've just found out it's Candice and not Candace. She can pout all she likes for me 😍,joy
1247,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,sadness
1248,Dear Indians..It is hard to swallow this but for once try to swallow this bitter pill...that is.. Pakistan is number one in Test cricket!!!,optimism
1249,@user black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,anger
1250,"Niggas never changed...even as a kid and a 29 year old, in his interviews, seems jovial and happy after death of his sister...he did it",anger
1251,Watch this amazing live.ly broadcast by @user  #musically,joy
1252,Hey no turn over after a kick - way to go Texans!  Way to go! #Texans  #noheart,anger
1253,People irritate my MF soul,anger
1254,Watch this amazing live.ly broadcast by @user  #musically,joy
1255,i wonder how gleeful it is to be dumb af and see the world through rose tinted glasses,anger
1256,The weather sure matches the mood in this state today.. #gloomy,sadness
1257,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',sadness
1258,@user PS: I still think your broken leg against Scott Steiner was one of the most horrific injuries I've ever seen in the ring #ccot,sadness
1259,@user yessir. Also cheering for Sweden bc of Lundqvist,joy
1260,i can't believe they're all messing up my favourite of all bakes i feel personally offended,anger
1261,Donnie trumpeter is a vapid and vacant vile viper slithering through the landscape and playing on the gears of the fearful and afraid.,anger
1262,So I survived spin....trying to get down the stairs was hilarious tho #jellylegs 😂😂,joy
1263,Watch this amazing live.ly broadcast by @user #lively #musically,joy
1264,@user :)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then! #revenge,anger
1265,Does anyone remember a movie that is animated in the late 70's called Shame of the Jungle John Bulushi was in it wild if that's your taste,joy
1266,It's so gloomy outside. I wish it was as cold as it looked,sadness
1267,Hate being sober so I popped two,anger
1268,@user @user @user @user @user @user to give me my keys back. They aren't for my house!,anger
1269,"The bowl on my new food processor broke, @user #sadness.",sadness
1270,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger
1271,So far ours greet have raised £250 for @user with more to come in #sparkling @user @user,joy
1272,@user I send ya a few #playful nibbles 😉,joy
1273,Don't get #bitter get #BETTER,optimism
1274,"@user Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please?",anger
1275,81' Goal scorer Vidar Kjartansson comes off in favor of Dor Micha! Another terrific performance by @user #YallaMaccabi,joy
1276,I'm not use to getting up early asf this shit goin irritate me.,anger
1277,@user if your depressed and somebody calls you long faced will you still automatically take umbrage?,sadness
1278,@user The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible,anger
1279,3:45am and off to the hospital! Elouise's waters have gone!  #Labour #LittleSister #superexcited,joy
1280,"@user  \nSo when exactly did you lose your mind, pal? \n#Trump #fraud #misogynist #liar #psychopath #narcissist #revolting #conartist",anger
1281,What terrible thing to see and have no vision-\n\nHelen Keller-\n\n-Begin with the end in mind-\n\nStephen Covey-\n\n #whereareugoing,sadness
1282,Watch this amazing live.ly broadcast by @user  #musically,joy
1283,A 'non-permissive environment' is also called a 'battleground' - #MilSpeak,optimism
1284,@user @user lol no it's sparkling wine,joy
1285,"@user #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",anger
1286,"#Pakistan is ‘terrorist state’, carries out #war crimes: #India to @user #UNGA  #UN",anger
1287,@user opened doors to terrorism and he will pay for it. @user @user,anger
1288,@user the pout tips me over the edge. I am most definitely AGIN. Who the feic bakes with full make up and boots with heels!!!!,anger
1289,depress 😭,sadness
1290,"Leeds surely to drop the prices for that cup tie, rather than the dismal attendance last night..",optimism
1291,@user Good - cuz that's what Trump is: a fucken 'N'azi. Don King-u havnt sunk this low since u set up Mike Tyson. 2 pathetic Dons.,anger
1292,@user I thought everyday was a glee day??,joy
1293,@user grim really,sadness
1294,You have a #problem? Yes! Can you do #something about it? No! Than why #worry,optimism
1295,second episode of AHS 6 here i go,joy
1296,@user : YES ! Right ? I mean I wish you hadn't been discouraged to see #MikeandMolly because so many parallels really -,sadness
1297,@user @user just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation.,sadness
1298,Life long fear of havin a shit and a spider crawls up ya bum,sadness
1299,Unbelievable takes 10 minutes to get through to @user then there's a fault and the call hangs up  #treatcustomersfairly,anger
1300,@user @user looks like a book shaped like a gun to me #optimism #itsagunalright,optimism
1301,@user I think you should do. Get the fashion police involved.,optimism
1302,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",anger
1303,"ninaturner: Mine too. With what is happening in country, I needed this moment of levity bernblade LisaVikingstad",sadness
1304,I'm just a fuming ball of anger today 🙃,anger
1305,Indignation: [whispers to date during that terrific Lerman/Letts centerpiece scene] That's his overwhelming sense of indignation.,optimism
1306,"@user One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩",joy
1307,@user negative campaign of doom and gloom don't win elections,anger
1308,@user @user Start mournful then kick into major key in last verse where good guys win? (Or just change words in existing song?),sadness
1309,All I want to do is watch some netflix but I am stuck here in class. #depressing,sadness
1310,@user @user To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if can’t just Re-tweet,sadness
1311,I was literally shaking getting the EKG done lol 🙄,joy
1312,Police don't wanna be called pigs but they keep actin like em....honestly that's even an insult to pigs,anger
1313,@user I know smh. My heart sunk into my stomach.,sadness
1314,"can only blame Jose ere why would you give Rojo another start after Sunday , fucking disaster waiting to happen &amp; it did shocking header !",anger
1315,"Y'all bitches be so angry and bitter, that must truly suck lol",anger
1316,Today you visited me in my dreams and even though you aren't physically gone I still mourn you,sadness
1317,"I wish I could fast forward 3 months from now, I'll know then where I'm at with my girl, my classes, and basketball. Rn I have pure",optimism
1318,@user it happens and Vegas isn't the only origin thats prevelant #sadly,sadness
1319,@user don't provoke me to anger,anger
1320,@user @user u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather,sadness
1321,And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended,anger
1322,Always hurting somewhere..... ALWAYS tired ....when are you lively ??,sadness
1323,Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench,sadness
1324,"if u have time 2 open a snap, u have time 2 respond",anger
1325,"@user thank you, I shall mourn her",sadness
1326,Let's refuse to live in #fear - #sotoventures,optimism
1327,and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets,joy
1328,Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness
1329,Fast and furious 6 this Monday 10 pm on mbc 2 😍😍😍😍😍😍😍,joy
1330,Living life so relentless,sadness
1331,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,sadness
1332,something incredibly terrible about my life is i'm 23 years old and still suffering through group projects..........,sadness
1333,@user awe thanks girl 😊😊,joy
1334,That AK47 leave your spine with a frown,anger
1335,Candace &amp; her pout are getting right on my tits #GBBO,anger
1336,Watching driven by food and @user going to Devon Ave to eat nihari makes me gleeful af,joy
1337,I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk... wanna regretting that now? 😂😂,anger
1338,@user #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children,sadness
1339,"@user he's brilliant, lost the joyous plot with us that year. Admits being a fan now after that.",joy
1340,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 #fuming,anger
1341,No @user for MOS 😡  #shocking Leads from the front 💪🏻,anger
1342,my life in one word is depressing,sadness
1343,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @user @user Staten Island NY smh,sadness
1344,Patriot rookie QB Jacoby Brissett  to start vs Houston tomorrow nite.\n\n'Been a learning process since I got here.Gotta be ready to go.',joy
1345,Being shy is the biggest struggle of my life. 🙄,sadness
1346,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger
1347,penny dreadful just cleaved off a fraction of my heart,sadness
1348,@user Only Indian seems to be afraid of War is @user n like India is for WAR! WAR! WAR! we cry war. #PakistanMustPay,anger
1349,"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger
1350,me taking a picture by myself: *awkward smile*\nme on picture day: *awkward smile*\nconclusion: stop smiling ;'(\n #pictureday2016  #ornot,sadness
1351,"@user i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety.",optimism
1352,@user that nigga is horrible bro,anger
1353,It was very hard to stifle my laughter after I overheard this comment. It really is amazing in the worst ways.,joy
1354,"@user Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them?",anger
1355,so I picked up my phone!!!' #shocking 😳,sadness
1356,@user With or without cake seeing your wee cheery face is always a joy xx,joy
1357,@user I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness
1358,The most depressing part of being ill is that your taste goes 😫,sadness
1359,@user bc it's a gloomy day Tony,sadness
1360,@user  Red heads are more fiery.,anger
1361,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,anger
1362,Watching the NY Phil webcast.  Something missing.  Reminds me of a blithe Journey's End I once saw on Bway.  Might just be the Gershwin.,optimism
1363,@user this is hilarious !!,joy
1364,Jeans with fake pockets #horrible,anger
1365,@user ring ring! #depression is here,sadness
1366,This nigga doesn't even look for his real family 🙄😂 #sad,sadness
1367,PM #SheikhHasina in @user speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere.,optimism
1368,"@user , just saw the Save The Day PSA. Why were you in obvious tears doing it? I'd have thought you'd be your cheerful self.",sadness
1369,@user ←would furrow and her face would redden as she protests; it would seem that being seen as unattractive in Wukong's eyes was→,anger
1370,"My prayers are with the family, friends &amp; members of @user  as you mourn the loss of Engineer Ryan Osler. #LODD #RIP",sadness
1371,If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,anger
1372,I had a dream that I dropped my iPhone 7 and it broke T_T #cry #iPhone7 #nightmare,sadness
1373,"@user @user @user @user Also, apart from Skyfall, her music is dire and boring.",sadness
1374,Too many gloomy days,sadness
1375,#PeopleLikeMeBecause of some unknown reason but I try to discourage it,anger
1376,in love with @user  insta!!!...,joy
1377,A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.,joy
1378,@user @user I'd rather leave my child with @user #shudder,sadness
1379,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,joy
1380,inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho,joy
1381,@user  NO greater wrath than a woman scorned.,anger
1382,"3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #terrible #customerservice #2hour #waittime",anger
1383,Nasty nasty chilly rain has put a damper on my afternoon cigar.  This is NOT a good thing. @user And FOUR #CongressCritters tomorrow?,sadness
1384,18' \nMichael Carrick as struck the back of the net much to the delight of under pressure man u fanz and MOU...,sadness
1385,"I'm onto you, @user I know you secretly pine for a masculine order, objective morality, and disciplined transcendent pursuits.",joy
1386,Literally dying &amp; living at the same time as I catch up on @user 's twitter. If you aren't following him your life is BASIC. #hilarity,joy
1387,Mary astounded there at the concept of having leftover milk at the end of your cereal #GBBO,sadness
1388,Biggest #THREAT 2 #GLOBAL #STABILITY? #climatechange #food #water #security #terrorism #russia #war #trump #clinton #geopolitics #korea $vwo,anger
1389,@user @user You certainly wouldn't catch me with the multitude.,optimism
1390,@user can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,anger
1391,"When's it all finished, you will discover that it was never random! #thoughts  #CrossoverLife",optimism
1392,@user LMAO Is it that 'so slutty' hater girl? That video was hilarious. 😂,joy
1393,@user so you are astounded that I respect blacks to vote like any other human? u talk so down towards them. What bigotry on display!,anger
1394,"It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista",joy
1395,There goes the butterflies in my stomach.  #anxietyproblems,sadness
1396,@user wallah my blood is boiling I need to take a nap ugh,anger
1397,@user just had a steak pie supper,joy
1398,"From what I know of the man, I have to assume that @user has had a heated argument with his own penis. #sad",sadness
1399,I have serious problems with the expectation that private philanthropy should replace functional government services...this is dangerous,anger
1400,@user @user Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that.,anger
1401,"I took a yr off school and I'm proud to say I got accepted again, yo girl is going to finish! #happy",joy
1402,Feeling worthless as always #depression,sadness
1403,"Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(",sadness
1404,Where's your outrage when a black man kills another black man in the streets?,anger
1405,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness
1406,Another fun fact: i am afraid,joy
1407,@user @user @user you are so wrong for this!needed levity after that recording,anger
1408,Bring on my interview at hospital tho 🙈🙈 #nervous,sadness
1409,@user What if the supposed animosity is all bullshit to con the Iranians?,anger
1410,@user Reaching out AGAIN in hope to contact over the technical issues I am having. Your CS is severely lacking. #badkarma #unhappy,sadness
1411,Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO,joy
1412,"@user thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice",anger
1413,@user #Strongwomen terrify #weakmen - don't let the #bully wear you down. Loving your consistency and truth in rough times Hang in there ❤️,optimism
1414,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.👽,sadness
1415,"You will never find someone who loved you like I did. And that my love, will be my revenge.",anger
1416,He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense,joy
1417,God knows why you'd wanna go with a girl who's slept with half ya mates #grim,anger
1418,Paul forever. Paul should have won! Paul played such a better game! #BB18,joy
1419,@user @user I couldn't care less about #GOTHAM. I haven't watched it since the mid point of season 1.,anger
1420,I can't even celebrate my wins or mourn my L's cause first test week is that busy 😕,sadness
1421,You make me breathless.,joy
1422,Fuckin restless,anger
1423,A hearty welcome to those who followed me.,joy
1424,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",anger
1425,Nick said he's territorial and he'll growl if someone gets too close to me #hesananimal,anger
1426,"because a kitchen sink to you is not a kitchen sink to me, okay friend?",anger
1427,When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know,sadness
1428,"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness
1429,"@user Same with gaming. Sites leaned PS2 during its heyday, leaned 360 most of last gen. This gen started vitriolic mostly by...",joy
1430,Thought I left that part of life behind me\nIt's back to haunt every girl that loves me,sadness
1431,"meeting tiff at the mall soon, congrats on getting that L babes❣",joy
1432,Dude go out his way to irritate me🙄🙄 that's why I go out my way to not give up any pussy🙅🏾🅿️,anger
1433,@user awe yay thank god I was so worried.,joy
1434,Watch this amazing live.ly broadcast by @user #lively #musically,joy
1435,"Do not despise the Lord ’s #discipline, do not #resent his rebuke, because the #Lord disciplines those he loves... #Proverbs 3:11-12",optimism
1436,Close to the end of a revision...taking this story I love in a new direction has been exhilarating for me. #endlesspossibilities #amwriting,joy
1437,I look #horrible today and I just saw 6 people ik in the past 10 min :-),anger
1438,Everyday gay panic is STUNNING: I drew 1 guy's att'n to it when he blocked up a toilet stall's cracks w/paper towels. TOTAL INCOMPREHENSION.,anger
1439,@user @user because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare,sadness
1440,@user @user 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger
1441,If you really care like you state @user @user then I would seriously address sensitivity training to your employees #awful,anger
1442,"[My teeth were sunk down into the vein of the poor woman who had 'accidentally' had a small problem with her engine, just outside of --",sadness
1443,"Bilal Abood, #Iraq #immigrant who lives in Mesquite, Texas, was sentenced to 48 months in prison for lying to the Feds about .",anger
1444,@user sadly his best days are behind him,sadness
1445,@user when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness
1446,Well i did hear once before that girls are attracted to men that look like their dad!  👌,joy
1447,@user sorry to upset u madam.If you have got any queries don't hesitate to contact our PR department.In the meantime do you fancy a beer?,optimism
1448,For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary,anger
1449,Having one of those #angry days. I will have to stop watching #news.,anger
1450,@user May I send you a copy of #HeroTheGreyhound? Either e-book or real paper one! A boy and a greyhound #smiles #tears,joy
1451,Kayaking is merriment together with sevylor inflatable kayaks: eYGgJxMl,joy
1452,"This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!",joy
1453,"@user -Sylvia was elated to receive kisses from the little prince, her bright smile clear as she glanced to Garrett and Elyse- --",joy
1454,@user #heyday Race war 2016,joy
1455,Hell hath no fury like a sound technician scorned'\n\nThat's the quote right,anger
1456,"I love when my dog is playful, but he really just scratched my face while flailing his paws in excitement and almost tore my nose ring out",joy
1457,"myself that despite the absolute delight my children and I would feel having a kitten in our home, the misery my husband would feel is more.",joy
1458,@user please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!,anger
1459,. @user @user The problem is the time it has taken to do this means its going to be out of date already. #sadly,sadness
1460,@user im pretty sure cause ever since saturday ive just been super sad lol,sadness
1461,Best quote from a 7 in German - Almost,joy
1462,Wow what a thought!  #JudgeLynnToler 'I can't have the specter of this morning's problem haunt my afternoon.' Well written! That 1 sentence,joy
1463,Put my passport in a safe back after getting back from Australia 🌏. Only problem is now I can't remember where the safe is!! #panic 🛂,sadness
1464,if i don't answer your 50 texts pls don't snap me,anger
1465,At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression  #healingjustice,sadness
1466,@user @user because there is a realistic probability that a clown might be their next president. #clown #uspol,anger
1467,Am I the only one with parking sensors who still manages to reverse into things? #nightmare,anger
1468,Just feel awkward that I'm being timid to everyone.,sadness
1469,This provocation sets off a curiosity. An entity is feeding fuel to the fire. speaking quatrains. Hmmm America needs to be vigilant now,anger
1470,Beginning the process to see if working is an option. #mentalhealth #complexptsd #nervous,sadness
1471,whenever I hear concert postponed I think of dismal ticket sales   green day ?,sadness
1472,"Don't let fear hold you back from being who you want to be. Use it's power to push you towards your goals. No more fear, just action.",optimism
1473,Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,anger
1474,I can never find the exact #emoji that I'm after at the exact moment that I need it #panic,sadness
1475,Hell hath no fury like a late twenty something dude who's concur for government session keeps expiring before he can submit a form,anger
1476,"The point of living, and being an optimist, is to be foolish enough to believe the best is yet to come' - Peter Ustinov  #quote",optimism
1477,@user I think it's the daunting fact of the typical offer being those grades. Even though it's been proven not to be the case exactly,anger
1478,@user I asked for my parcel to be delivered to a pick up store not my address  #poorcustomerservice,anger
1479,Embarrassing lack of defensive depth coming back to haunt us.,sadness
1480,@user @user you should force your neighbours to pay that!  Those people have some nerve!!!  #outrage #Victim,anger
1481,I love when people say they aren't racist right before they say some racist shit... Not how that works...,anger
1482,People stealing things from my work out quite the damper on my day so now I am going to wear pajamas all day,sadness
1483,@user @user awe ain't he a sweetheart? He's adorable! 😊😍❤️,joy
1484,Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober 😂,joy
1485,we shiver in the pause between words \nabandonment still fresh upon the tips of our tongues,optimism
1486,@user I would have almost took offense to this if I actually snapped you,anger
1487,GUY was such a video I'm shaking @user,joy
1488,@user can't wait to see you Hun #cuddles #gossip,joy
1489,"Being at the airport is so depressing.. watching all the loved up couples and cute people coming off holiday,too cute..hurry up November ✈️",sadness
1490,Tweeting from the sporadic wifi on the tube,joy
1491,Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage.,anger
1492,I can't even right now #bb18 #rage,anger
